IDчека,Дата и время,ИНН,IDПользователя,Товар,Бренд,Теги,Цена,Кол-во,Сумма,Кэшбэк 
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,коктейль фрутоняня банан 0.2л с,фрутоняня,детское питание; коктейль молочный,23.5,1.0,23.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,коктейль фрутоняня малина 0.2л,фрутоняня,коктейль молочный; детское питание,23.5,1.0,23.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,компот фрутоняня ябл-клубника 0,фрутоняня,детское питание,21.5,1.0,21.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,констр lego duplo my first поез,,,649.0,1.0,649.0,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,крем аванта детский легкий увла,,крем; уход за ребенком; уход за кожей,45.0,1.0,45.0,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,молоко с печ фрутоняня 2.4% 200,фрутоняня,молочные продукты детские; молоко детское; детское питание,27.5,2.0,55.0,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,морс фрутоняня из ягод 0.2л с 5,фрутоняня,детское питание,21.5,1.0,21.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,нектар фрутоняня банан с мяк 0.,фрутоняня,детское питание,18.5,1.0,18.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,нектар фрутоняня тыква с мяк 0.,фрутоняня,детское питание,18.5,1.0,18.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,нектар фрутоняня ябл-виш с мяк0,фрутоняня,детское питание,18.5,1.0,18.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пакет майка большой,,,5.0,1.0,5.0,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пенка д/купмоё солнышко баю-баю,,,89.0,1.0,89.0,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,печенье расти большой 60г с 6ме,,кондитерские изделия; продукты; хлеб и сладости; печенье,25.9,1.0,25.9,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,печенье фрутоняня мультизлак 15,фрутоняня,печенье; кондитерские изделия; продукты; хлеб и сладости,63.9,1.0,63.9,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,подгуз-трус pampers prcaremidi6,pampers,детмир; трусики-подгузники; forp&g; подгузники/пеленки/салфетки; уход за ребенком,899.0,1.0,899.0,89.9
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюре агуша груша пауч 90г с 4ме,агуша,пюре детское; детское питание,28.5,1.0,28.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюре агуша яблок-ежевик-малин 9,агуша,пюре детское; детское питание,28.5,1.0,28.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюре агуша яблоко пауч 90г с 4м,агуша,пюре детское; детское питание,28.5,1.0,28.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюре фрутоняня вит салат пауч 9,фрутоняня,пюре детское; детское питание,28.9,1.0,28.9,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюре фрутоняня груша пайч 90г с,фрутоняня,пюре детское; детское питание,28.9,1.0,28.9,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюре фрутоняня персик 90г с 4ме,фрутоняня,детское питание; пюре детское,28.9,1.0,28.9,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюре фрутоняня фрукт салатик 90,фрутоняня,пюре детское; детское питание,28.9,1.0,28.9,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюре фрутоняня яблоко-персик 90,фрутоняня,детское питание; пюре детское,28.9,1.0,28.9,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,пюрефрутоняня ябл-абрик-сл пауч,фрутоняня,пюре детское; детское питание,28.9,1.0,28.9,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,сок фрутоняня ябл-перс неосв 0.,фрутоняня,детское питание; напитки; сок,18.5,1.0,18.5,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,чай бл мелиса-чабрец-фенхель 20,,завариваемые напитки; продукты; чай,75.1,1.0,75.1,
0289cad78e3e2bb031c9df70a2e5fa1c,15.12.2019 17:41,7729355029,7f3e65ee76e3d7a1a338e8714f1ab626,чай бл шиповник 20г с 4мес,,продукты; завариваемые напитки,74.3,1.0,74.3,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,cosmia желе-скр mddi,,,39.9,1.0,39.9,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,"dirol сл мята 13,6г",dirol,,15.0,1.0,15.0,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,halls клубника 25г,,,15.9,1.0,15.9,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,бал оп защ 275мл,,,174.0,1.0,174.0,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,бур.шар в ассортимен,,,39.9,1.0,39.9,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,ватн палочки 100i/кд,каждый день,,11.16,1.0,11.16,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,дартс+дротики,,,433.08,1.0,433.08,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,кол.ж40den cr la man,,,99.0,1.0,99.0,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,кр-мыло нежн от 100г,,,49.9,1.0,49.9,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,кр/гель д/ум.д/с,,,162.8,1.0,162.8,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,молшок хруст печен90,,продукты; хлеб и сладости; кондитерские изделия; печенье,33.9,1.0,33.9,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,молшоксфундиз90г,,,33.9,1.0,33.9,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,пакет крафт 45х35х15,,,9.0,1.0,9.0,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,прок дискрит весен.б,discreet,личная гигиена; прокладки; красота и здоровье,119.0,1.0,119.0,12.9
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,прокл-ки гиг.ult кд,каждый день,красота и здоровье; прокладки; личная гигиена,25.8,1.0,25.8,
028a7f0a8e47ee3c935b40f281abb074,18.12.2019 17:48,7703270067,8186b574ad62f24ae518dca42a2e3288,шамп.густ/креп400мл,,красота и здоровье; гигиена волос; шампунь для волос,174.0,1.0,174.0,
028a81fcbfd198f48adb1cfcc7683d58,18.11.2019 21:01,7704357909,939452b075452248d5fd20a15feee04e,cillit bang спрей черная плесень 0.75 л 1 шт.,cillit bang,универсальное чистящее средство; спрей; хозяйственные товары,143.0,1.0,143.0,
028a81fcbfd198f48adb1cfcc7683d58,18.11.2019 21:01,7704357909,939452b075452248d5fd20a15feee04e,finish quantum таблетки (original) для посудомоечной машины 270 шт.,finish,,1240.0,1.0,1240.0,
028a81fcbfd198f48adb1cfcc7683d58,18.11.2019 21:01,7704357909,939452b075452248d5fd20a15feee04e,"капсулы tide 3 in 1 pods color, пластиковый контейнер, 60 шт",tide,уход за бельем; капсулы для стирки; капсулы; хозяйственные товары,300.0,1.0,300.0,30.0
028a81fcbfd198f48adb1cfcc7683d58,18.11.2019 21:01,7704357909,939452b075452248d5fd20a15feee04e,стиральный порошок tide альпийская свежесть (автомат) 12 кг пластиковы...,tide,хозяйственные товары; уход за бельем; стиральный порошок,300.0,1.0,300.0,
028a81fcbfd198f48adb1cfcc7683d58,18.11.2019 21:01,7704357909,939452b075452248d5fd20a15feee04e,"фольга azur 090200, 20 м х 29 см",,,97.0,1.0,97.0,
028a9b0a107182a33c48f58495800d0b,10.11.2019 10:03,2310031475,34c23101a8253b015f322ac7ef91a515,gillette blue sensitive гель д/бр чувств кож200м,gillette,,169.0,1.0,169.0,16.9
028a9b0a107182a33c48f58495800d0b,10.11.2019 10:03,2310031475,34c23101a8253b015f322ac7ef91a515,gillette fusion кассеты д/станка 4шт (проктер):2,gillette,кассеты для бритья; личная гигиена; красота и здоровье; 4,919.0,1.0,919.0,
028adafd838bb227e83b75340e787828,06.01.2020 14:14,2310031475,9d55db62fb4d1ad43d6eb4acefe1bb8c,discreet deo ежедн прокладки waterlily 20шт (про,discreet,прокладки; красота и здоровье; личная гигиена,48.2,1.0,48.2,2.0
028adafd838bb227e83b75340e787828,06.01.2020 14:14,2310031475,9d55db62fb4d1ad43d6eb4acefe1bb8c,iney snow-brush з/щетка сред/жесткость(сплат):12,splat,уход за полостью рта; красота и здоровье; зубная щетка,149.0,1.0,149.0,
028adafd838bb227e83b75340e787828,06.01.2020 14:14,2310031475,9d55db62fb4d1ad43d6eb4acefe1bb8c,я самая ватные палочки д/макияжа 200шт(коттон кл,,,62.9,1.0,62.9,
028affa2530c71fb641e19fdfed1a42d,11.11.2019 19:27,7728029110,f9b203d15d8f8aed948ade0cfea3f52d,24754 рис ангстрем отборный 900г,,,59.9,1.0,59.9,
028affa2530c71fb641e19fdfed1a42d,11.11.2019 19:27,7728029110,f9b203d15d8f8aed948ade0cfea3f52d,3500751 кондиционер lenor д/белья 930мл,lenor,кондиционер для белья; хозяйственные товары; уход за бельем,89.9,1.0,89.9,8.99
028affa2530c71fb641e19fdfed1a42d,11.11.2019 19:27,7728029110,f9b203d15d8f8aed948ade0cfea3f52d,3601972 бзмж сметана простоквашино 315г,простоквашино,сметана; молоко/сыр/яйца; продукты,54.9,1.0,54.9,
028affa2530c71fb641e19fdfed1a42d,11.11.2019 19:27,7728029110,f9b203d15d8f8aed948ade0cfea3f52d,3969 лук-репка в сетке 1кг,,продукты; лук; овощи/фрукты/ягоды; овощи,19.9,0.452,8.99,
028affa2530c71fb641e19fdfed1a42d,11.11.2019 19:27,7728029110,f9b203d15d8f8aed948ade0cfea3f52d,60529 морковь отечественная 1кг,,,12.9,0.548,7.07,
028affa2530c71fb641e19fdfed1a42d,11.11.2019 19:27,7728029110,f9b203d15d8f8aed948ade0cfea3f52d,6177 перец красный сладкий 1кг,,продукты; овощи/фрукты/ягоды; овощи; перец,189.9,0.186,35.32,
028b148526865aa785e2efddaa8d7bf3,08.11.2019 12:45,7728029110,09d0614e568e66339984dc2ac1318c6a,1у52661 бзмж ряженка останкинская 450г,,,36.0,1.0,36.0,
028b148526865aa785e2efddaa8d7bf3,08.11.2019 12:45,7728029110,09d0614e568e66339984dc2ac1318c6a,3387742 подгузники pampers 27шт,pampers,уход за ребенком; подгузники/пеленки/салфетки; подгузники; forp&g,159.9,1.0,159.9,15.99
028b148526865aa785e2efddaa8d7bf3,08.11.2019 12:45,7728029110,09d0614e568e66339984dc2ac1318c6a,3488430 паштет утка с черносливом 200г,,продукты; мясные деликатесы; паштет; мясо/рыба,119.9,1.0,119.9,
028b148526865aa785e2efddaa8d7bf3,08.11.2019 12:45,7728029110,09d0614e568e66339984dc2ac1318c6a,3621195 бзмж биопродукт фрутоняня 200мл,фрутоняня,фнперек; молочные продукты детские; биолакт; детское питание,33.9,1.0,33.9,
028b4aa8568448c7fe8accab66777347,20.11.2019 10:12,"6,45211E+11",ecd146c88af72dfcd49a0eb884f7ca06,хед 2в1 основной уход шамп.600мл,head&shoulders,шампунь для волос; красота и здоровье; гигиена волос,314.9,1.0,314.9,31.49
028b6e71439d6a82787b7e6cea7d4166,01.11.2019 13:08,2310031475,78cd3636b8521021ec7216e40fc68aa6,naturella ultra прокладки maxi 8шт/n,naturella,красота и здоровье; личная гигиена; прокладки,73.9,1.0,73.9,7.39
028b6e71439d6a82787b7e6cea7d4166,01.11.2019 13:08,2310031475,78cd3636b8521021ec7216e40fc68aa6,каспер влаж салфет д/уход за дет 60,,салфетки детские; подгузники/пеленки/салфетки; уход за ребенком,65.9,1.0,65.9,
028d04cd25822f8c7f7cbc4eb3a99610,29.11.2019 9:36,2310031475,a9cca05e00c9d9eb3851aea9be633cb7,discreet deo ежедн прокладки waterlily 100шт(про,discreet,красота и здоровье; личная гигиена; прокладки,202.0,1.0,202.0,22.2
028d04cd25822f8c7f7cbc4eb3a99610,29.11.2019 9:36,2310031475,a9cca05e00c9d9eb3851aea9be633cb7,tafi пеленки для животных 60*40 см 10 шт (хайджи,,ветаптека; пеленки для животных; товары для животных,108.9,1.0,108.9,
028d04cd25822f8c7f7cbc4eb3a99610,29.11.2019 9:36,2310031475,a9cca05e00c9d9eb3851aea9be633cb7,zewa just 1 т/бумага 4 слоя 4 рул(эссиэй хайджин,,,169.0,1.0,169.0,
028d04cd25822f8c7f7cbc4eb3a99610,29.11.2019 9:36,2310031475,a9cca05e00c9d9eb3851aea9be633cb7,пакет магнит косметик мал(пластиктрейд):300/2700,магнит косметик,упаковка; пакеты; прочее,3.9,1.0,3.9,
028d1f4727a83e1f1062ddf1b87e210e,06.01.2020 17:21,5036045205,acb7e9f0396737099a7c4a207b0847b7,бананы вес,,банан; продукты; овощи/фрукты/ягоды; фрукты,56.39,1.1,62.03,
028d1f4727a83e1f1062ddf1b87e210e,06.01.2020 17:21,5036045205,acb7e9f0396737099a7c4a207b0847b7,бзмж ряженка большая кружка 4%,,,78.99,1.0,78.99,
028d1f4727a83e1f1062ddf1b87e210e,06.01.2020 17:21,5036045205,acb7e9f0396737099a7c4a207b0847b7,бзмж сыр сваля тильзитер 45% н,,тильзитер; продукты; молоко/сыр/яйца; сыр,159.9,1.0,159.9,
028d1f4727a83e1f1062ddf1b87e210e,06.01.2020 17:21,5036045205,acb7e9f0396737099a7c4a207b0847b7,вода питьевая святой источник,святой источник,продукты; вода минеральная; напитки,33.99,1.0,33.99,
028d1f4727a83e1f1062ddf1b87e210e,06.01.2020 17:21,5036045205,acb7e9f0396737099a7c4a207b0847b7,карбонад по-егорьевски в/к нар,,мясо/рыба; мясные деликатесы; карбонад; продукты,79.99,1.0,79.99,
028d1f4727a83e1f1062ddf1b87e210e,06.01.2020 17:21,5036045205,acb7e9f0396737099a7c4a207b0847b7,прокладки always ultra night d,always,прокладки; duonight; красота и здоровье; личная гигиена,199.9,1.0,199.9,19.99
028d1f4727a83e1f1062ddf1b87e210e,06.01.2020 17:21,5036045205,acb7e9f0396737099a7c4a207b0847b7,хлеб бурже многозерновой нар.3,,продукты; хлеб и сладости; хлеб,69.99,1.0,69.99,
028d1f4727a83e1f1062ddf1b87e210e,06.01.2020 17:21,5036045205,acb7e9f0396737099a7c4a207b0847b7,чай липтон грин гунповдер 20па,,чай; завариваемые напитки; продукты,59.99,1.0,59.99,
028f2ee56ba3a84caa13522fb7ddca5c,11.12.2019 19:36,7825706086,2ece0bddd50a739cadda783cb655f750,3366185 слоб.хлеб изд.арбатскиев/с 350г,,,32.99,1.0,32.99,
028f2ee56ba3a84caa13522fb7ddca5c,11.12.2019 19:36,7825706086,2ece0bddd50a739cadda783cb655f750,3434086 д.йог.фант.др.хр.шар.яг.вк.105г,,йогурт; молоко/сыр/яйца; продукты,29.99,1.0,29.99,
028f2ee56ba3a84caa13522fb7ddca5c,11.12.2019 19:36,7825706086,2ece0bddd50a739cadda783cb655f750,3621018 пиво амстел пр.пил.св.ж/б 0.45л,amstel,пиво; пиво светлое; алкоголь,39.99,1.0,39.99,
028f2ee56ba3a84caa13522fb7ddca5c,11.12.2019 19:36,7825706086,2ece0bddd50a739cadda783cb655f750,3626 rit.sp.шок.мол.ром/изюм/ор.100г,ritter sport,шоколад; хлеб и сладости; кондитерские изделия; продукты,79.99,1.0,79.99,
028f2ee56ba3a84caa13522fb7ddca5c,11.12.2019 19:36,7825706086,2ece0bddd50a739cadda783cb655f750,3963275 вол.айс мор.с.то сгущ.вар.450г,,,99.99,1.0,99.99,
028f2ee56ba3a84caa13522fb7ddca5c,11.12.2019 19:36,7825706086,2ece0bddd50a739cadda783cb655f750,809 бананы 1кг,,овощи/фрукты/ягоды; фрукты; банан; продукты,67.99,1.115,75.81,
028f2ee56ba3a84caa13522fb7ddca5c,11.12.2019 19:36,7825706086,2ece0bddd50a739cadda783cb655f750,97802 discreet прокл.дышащ.на к/д20шт,discreet,прокладки; личная гигиена; красота и здоровье,58.99,1.0,58.99,6.9
028f7cdf339109721e7128733eb2ada2,10.11.2019 13:09,2310031475,75fe48a772e242e209f927123f3edd39,head&shoulders шамп осн уход д/норм,head&shoulders,шампунь для волос; красота и здоровье; гигиена волос,199.0,1.0,199.0,19.9
028f8b75f7a812be802e257ca8eddf49,05.12.2019 17:33,2310031475,d661f45c604477a1b63ce9f54cfdf370,pantene шампунь aqua light легк питательный 400м,pantene,питат коктейль; красота и здоровье; гигиена волос; шампунь для волос,179.0,1.0,179.0,17.9
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,197 лук репчатый 1кг,,овощи; продукты; лук; овощи/фрукты/ягоды,19.99,0.795,15.89,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,"20041 wrigl.жев.рез.ecli.лед.св.13,6г",,жевательная резинка; хлеб и сладости; продукты,32.09,1.0,32.09,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,2050868 discr.прокл.водн.лил.ежед. 60шт,discreet,личная гигиена; ежедневные; красота и здоровье; прокладки,134.99,1.0,134.99,29.0
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,2107062 parod.з/п с фтором 50мл,,красота и здоровье; зубная паста; уход за полостью рта,109.99,1.0,109.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,23714 олей.масло подс/раф/дез1с1л,,подсолнечное; продукты; масло растительное,79.99,1.0,79.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3053802 печенье каскад сах.топл.мол290г,,печенье; кондитерские изделия; хлеб и сладости; продукты,58.09,1.0,58.09,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3064021 зелень лук в упаковке 100г,,лук; продукты; овощи/фрукты/ягоды; зелень,57.49,1.0,57.49,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,"3166254 мол.классич.паст.3,2% 1л",,,48.99,1.0,48.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3177740 цыпленок бр.троекур.тушк.охл1кг,троекурово,птица,149.99,1.848,277.18,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3177750 голень троекурово цыпл.охл.1кг,троекурово,птица,169.99,0.924,157.07,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3184567 tess чай flame her.tea пак25x2г,,чай; продукты; завариваемые напитки,54.99,1.0,54.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,31893 картофель фасов.выгодно 1кг,,овощи/фрукты/ягоды; овощи; продукты,16.99,1.255,21.32,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,31893 картофель фасов.выгодно 1кг,,овощи/фрукты/ягоды; овощи; продукты,16.99,1.33,22.6,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,31893 картофель фасов.выгодно 1кг,,овощи/фрукты/ягоды; овощи; продукты,16.99,1.56,26.5,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,31893 картофель фасов.выгодно 1кг,,овощи/фрукты/ягоды; овощи; продукты,16.99,1.585,26.93,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3204828 дск яблоко красное 1кг,,,99.99,0.77,76.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3276160 sens.з/п мгновенный эффект 75мл,,уход за полостью рта; зубная паста; красота и здоровье,179.99,1.0,179.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3300573 пакет пятерочка 65х40см,пятерочка,пакеты; упаковка; прочее,5.0,2.0,10.0,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,"3387037 р.м.масло сл/сл.в/с 82,5% 175г",,,109.0,1.0,109.0,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3398465 рест.фарш говяжий 400г,,полуфабрикаты и готовые блюда; продукты; замороженные; фарш,129.99,1.0,129.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3421897 ariel гель гор.род.авт.15шт,ariel,капсулы для стирки; уход за бельем; капсулы; хозяйственные товары,174.99,1.0,174.99,17.5
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3490957 мяс.лав.колб.докт.вар.ката 500г,,продукты; мясо/рыба; колбаса,290.99,1.0,290.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3501031 fairy ср.нр.ч.д/мят.д/пос.450мл,fairy,,54.99,1.0,54.99,1.0
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3614507 троекур.филе цб охл.1кг,троекурово,птица,299.99,0.741,222.29,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3624438 индил.фарш классич.охл.450г,,полуфабрикаты и готовые блюда; фарш; продукты; замороженные,149.99,1.0,149.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3668506 granm.изд.мак.рож.вит.гр.а 450г,,макароны; продукты; бакалея,29.99,1.0,29.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3668508 granm.изд.мак.спираль гр.а 450г,,макароны; продукты; бакалея,29.99,1.0,29.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3689900 барин.нектар манго с мяк.250мл,,продукты; напитки; нектар,29.99,1.0,29.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3690086 т.ут.сред.цитрус.5в1 чист.900мл,,хозяйственные товары; средство для мытья туалета; средства для мытья туалета и ванны,119.99,1.0,119.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,39155 увелка гречка экстра 800г,,,93.69,1.0,93.69,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3941034 батон тирольский неуп.400г,,батон; хлеб; хлеб и сладости; продукты,41.99,2.0,83.98,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,3947753 ролл.лапша по-домашнему кур.85г,,бакалея; лапша; продукты; продукты быстрого приготовления,26.99,1.0,26.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,4009568 домшим изд.мак.лап.со вк.гов90г,,,29.99,1.0,29.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,50013 ahm.чай earl grey 100х2г,,продукты; завариваемые напитки; чай,436.99,1.0,436.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,50911 груши конференция 1кг,,продукты; хлеб и сладости; кондитерские изделия; конфеты,139.99,0.7,97.99,
028f91964ea3c11e2727a96e6f59772f,11.01.2020 21:58,7825706086,ac04b2c8a4c621bb57764126d49e90d9,809 бананы 1кг,,овощи/фрукты/ягоды; фрукты; банан; продукты,80.49,0.925,74.45,
028f9987d3918b0cd54eeed85bd2a900,08.01.2020 17:17,2310031475,cc05d0fdbe5eac311f46a1c3845b904f,fairy средств д/пос pure&clean бергамот/имбирь 6,fairy,средства для мытья кухни; pure&clean; хозяйственные товары; средства для мытья посуды,86.9,1.0,86.9,8.69
